"gene","sample","expression"
"Slc9a2","GSM2545339",131
"Gata3","GSM2545339",67
"Rnd3","GSM2545339",605
"Tdgf1","GSM2545339",174
"Tph2","GSM2545339",632
"Gprc5c","GSM2545339",1961
"Syt16","GSM2545339",299
"Cdyl","GSM2545339",427
"St8sia2","GSM2545339",104
"Usp19","GSM2545339",5563
"Foxj2","GSM2545339",2169
"Wdfy2","GSM2545339",1603
"Fibcd1","GSM2545339",125
"Hs3st4","GSM2545339",169
"Rab27b","GSM2545339",679
"Gm4988","GSM2545339",126
"Hebp1","GSM2545339",230
"Mrgpre","GSM2545339",105
"Slc22a4","GSM2545339",2272
"Txndc11","GSM2545339",1164
"Pgr15l","GSM2545339",54
"Evpl","GSM2545339",91
"Pax7","GSM2545339",70
"Trim65","GSM2545339",107
"Gm33533","GSM2545339",34
"Otof","GSM2545339",194
"Alk","GSM2545339",87
"Acap3","GSM2545339",2712
"Erdr1","GSM2545339",664
"Kcnq5","GSM2545339",212
"Msln","GSM2545339",27
"Tbc1d20","GSM2545339",1146
"Slc16a10","GSM2545339",264
"Errfi1","GSM2545339",1955
"Nr2e1","GSM2545339",11
"Gpr149","GSM2545339",38
"Plcxd1","GSM2545339",198
"Lrch3","GSM2545339",4483
"Morc2b","GSM2545339",129
"Elfn1","GSM2545339",132
"Rnf180","GSM2545339",329
"Pcdhb8","GSM2545339",161
"Creg2","GSM2545339",534
"Erich3","GSM2545339",972
"Rpp25","GSM2545339",234
"Fgfr1","GSM2545339",5743
"Sfrp2","GSM2545339",51
"Rprm","GSM2545339",91
"Tmem120b","GSM2545339",422
"Tpra1","GSM2545339",1773
"Igsf9","GSM2545339",23
"Jakmip1","GSM2545339",828
"Hsf4","GSM2545339",249
"Pcbd1","GSM2545339",144
"Rasgrf2","GSM2545339",1160
"Dgkk","GSM2545339",185
"Paxip1","GSM2545339",1513
"Smtn","GSM2545339",210
"Cmpk2","GSM2545339",758
"Drd4","GSM2545339",9
"Samd11","GSM2545339",24
"Magel2","GSM2545339",61
"Csrnp3","GSM2545339",1795
"Zfp941","GSM2545339",782
"Lrrc1","GSM2545339",667
"Tmie","GSM2545339",263
"Pcdh8","GSM2545339",193
"Glra2","GSM2545339",241
"Gpatch8","GSM2545339",4339
"Slc6a16","GSM2545339",24
"Grm7","GSM2545339",1102
"Ybx3","GSM2545339",1458
"Tenm3","GSM2545339",1016
"Npffr1","GSM2545339",15
"Slc39a11","GSM2545339",394
"Otp","GSM2545339",18
"Hoga1","GSM2545339",52
"Egfl6","GSM2545339",25
"Plch2","GSM2545339",6721
"Pde11a","GSM2545339",73
"Zfp335","GSM2545339",1335
"Gpr61","GSM2545339",222
"Tox","GSM2545339",138
"Gabrr1","GSM2545339",14
"Jun","GSM2545339",2066
"Cox7b2","GSM2545339",15
"Mn1","GSM2545339",172
"Tmem130","GSM2545339",3573
"Dusp11","GSM2545339",7345
"Tmem91","GSM2545339",158
"Rbms2","GSM2545339",755
"Inpp5j","GSM2545339",4583
"Vstm2a","GSM2545339",1694
"C1qtnf2","GSM2545339",29
"Ctns","GSM2545339",1020
"Smarcd2","GSM2545339",2475
"Dbpht2","GSM2545339",93
"Ltbp2","GSM2545339",1361
"Drd1","GSM2545339",36
"Dact2","GSM2545339",200
"E4f1","GSM2545339",871
"Zfp598","GSM2545339",2092
"Zcchc12","GSM2545339",1722
"Zfp263","GSM2545339",1296
"Tspyl3","GSM2545339",562
"Arhgap10","GSM2545339",507
"Plxnb2","GSM2545339",5094
"Doc2a","GSM2545339",211
"Tmem29","GSM2545339",543
"Dpf2","GSM2545339",2670
"Foxl2os","GSM2545339",35
"Slc47a1","GSM2545339",204
"Nap1l5","GSM2545339",21950
"Mapk7","GSM2545339",952
"Grem2","GSM2545339",293
"Pcdh10","GSM2545339",2053
"Nol3","GSM2545339",274
"Gpr83","GSM2545339",112
"Nrsn2","GSM2545339",2218
"Prss16","GSM2545339",21
"Pcdh18","GSM2545339",221
"Emx2","GSM2545339",21
"Ccdc81","GSM2545339",60
"Rwdd2a","GSM2545339",414
"Mpped1","GSM2545339",357
"Galnt7","GSM2545339",2090
"S100a8","GSM2545339",154
"Mau2","GSM2545339",4065
"Ptpn23","GSM2545339",2413
"Sstr1","GSM2545339",254
"Wdfy4","GSM2545339",57
"Anxa3","GSM2545339",368
"C3","GSM2545339",51
"Tead4","GSM2545339",174
"Clvs2","GSM2545339",445
"Gaa","GSM2545339",6893
"Zfp219","GSM2545339",4748
"Bves","GSM2545339",40
"Tmem161a","GSM2545339",805
"Unc5d","GSM2545339",643
"Cd180","GSM2545339",45
"Scml4","GSM2545339",34
"Stk38","GSM2545339",2008
"Sox17","GSM2545339",220
"Srsf9","GSM2545339",1332
"Herpud1","GSM2545339",2633
"Hmbs","GSM2545339",433
"Gm2824","GSM2545339",85
"Mir1901","GSM2545339",32
"Adamts19","GSM2545339",21
"Zfp36l1","GSM2545339",1300
"Impact","GSM2545339",9742
"Trmt6","GSM2545339",1421
"Plekhm1","GSM2545339",1393
"Basp1","GSM2545339",1911
"Grid1","GSM2545339",767
"Zdbf2","GSM2545339",823
"Tal1","GSM2545339",144
"Raf1","GSM2545339",3744
"Pgpep1l","GSM2545339",12
"Fzd4","GSM2545339",742
"Tfdp1","GSM2545339",1852
"Pdzrn4","GSM2545339",106
"Ier3","GSM2545339",402
"Mir378a","GSM2545339",6
"Magee2","GSM2545339",110
"Plekhg2","GSM2545339",194
"Boc","GSM2545339",3332
"Ddx39b","GSM2545339",4345
"H2-T24","GSM2545339",123
"Insm1","GSM2545339",27
"Vstm5","GSM2545339",153
"Kctd4","GSM2545339",252
"Oprm1","GSM2545339",199
"Zfand6","GSM2545339",2526
"Cx3cl1","GSM2545339",2987
"Tacr3","GSM2545339",137
"Gpr4","GSM2545339",133
"Ptgis","GSM2545339",53
"Ccdc28a","GSM2545339",503
"Ido2","GSM2545339",10
"Elfn2","GSM2545339",1149
"Ngp","GSM2545339",131
"Ptpro","GSM2545339",375
"Neto1","GSM2545339",383
"Col6a2","GSM2545339",258
"Fev","GSM2545339",18
"Mmab","GSM2545339",588
"Resp18","GSM2545339",1558
"Amn","GSM2545339",26
"Tmem132b","GSM2545339",619
"St6gal2","GSM2545339",234
"Tbc1d25","GSM2545339",675
"Pdcd2l","GSM2545339",545
"Acot3","GSM2545339",17
"Gm5468","GSM2545339",10
"Atg16l1","GSM2545339",2002
"Rpl14-ps1","GSM2545339",30
"Glra3","GSM2545339",489
"Plekhh3","GSM2545339",1480
"Pcdhga1","GSM2545339",118
"Gm9899","GSM2545339",1062
"Eps8l1","GSM2545339",579
"Serpina3g","GSM2545339",20
"Pcdh17","GSM2545339",1469
"Riok3","GSM2545339",3342
"Dcaf12l2","GSM2545339",20
"Ankrd6","GSM2545339",715
"Dhrs11","GSM2545339",353
"Zdhhc22","GSM2545339",282
"Hmgb3","GSM2545339",356
"Mid1","GSM2545339",211
"Celf3","GSM2545339",1371
"Akap5","GSM2545339",244
"Phlda3","GSM2545339",584
"Arfgap2","GSM2545339",2983
"Gabpb1","GSM2545339",952
"Mybpc1","GSM2545339",2609
"Nfkbia","GSM2545339",724
"Gabra3","GSM2545339",1128
"Gtpbp2","GSM2545339",2279
"Ptgdr","GSM2545339",19
"Myh15","GSM2545339",41
"Ciz1","GSM2545339",1304
"Tmem62","GSM2545339",2486
"Pan3","GSM2545339",3797
"Pld3","GSM2545339",2769
"Trim3","GSM2545339",5500
"Spata2l","GSM2545339",558
"Gm2223","GSM2545339",38
"Dnah1","GSM2545339",117
"Pnoc","GSM2545339",136
"Dzank1","GSM2545339",7886
"Safb2","GSM2545339",2867
"Rnf128","GSM2545339",1141
"Jpx","GSM2545339",216
"Il16","GSM2545339",5932
"Slc26a7","GSM2545339",262
"Rspo1","GSM2545339",26
"Hcfc2","GSM2545339",1548
"Gm35315","GSM2545339",53
"Tyrp1","GSM2545339",15
"Pank4","GSM2545339",1730
"Ngef","GSM2545339",587
"Llgl1","GSM2545339",2650
"Usp12","GSM2545339",2339
"Ppp2r2d","GSM2545339",1858
"Zfp677","GSM2545339",148
"Heyl","GSM2545339",145
"Sin3b","GSM2545339",2042
"Sidt1","GSM2545339",1385
"Spin2c","GSM2545339",135
"Wasf2","GSM2545339",1009
"Tmem14a","GSM2545339",686
"Cntnap5a","GSM2545339",772
"Ccm2l","GSM2545339",126
"Sema3e","GSM2545339",669
"Il18bp","GSM2545339",400
"Slc35f1","GSM2545339",1478
"Best1","GSM2545339",24
"Pde8b","GSM2545339",890
"Htr7","GSM2545339",159
"Cfap57","GSM2545339",28
"Sgsm1","GSM2545339",3853
"Scn3b","GSM2545339",591
"Mark3","GSM2545339",3190
"Acsl5","GSM2545339",606
"Qpct","GSM2545339",236
"Iqcc","GSM2545339",670
"Noc2l","GSM2545339",2119
"Slc25a27","GSM2545339",3312
"Kdm4b","GSM2545339",2195
"Pde1b","GSM2545339",1492
"Pcdha10","GSM2545339",57
"Gja5","GSM2545339",14
"Irs4","GSM2545339",105
"Mamdc4","GSM2545339",145
"Mthfd2l","GSM2545339",348
"Lrrtm1","GSM2545339",306
"Tacr1","GSM2545339",80
"Lmo3","GSM2545339",357
"Psg16","GSM2545339",733
"Abcc8","GSM2545339",2362
"Epc1","GSM2545339",2223
"Slc6a7","GSM2545339",497
"Col4a5","GSM2545339",353
"Gm8013","GSM2545339",8
"Clpx","GSM2545339",1743
"Dffb","GSM2545339",268
"Senp3","GSM2545339",1947
"Hhex","GSM2545339",41
"Per2","GSM2545339",3151
"Rnpep","GSM2545339",1226
"Ttll1","GSM2545339",712
"Ppp1r1c","GSM2545339",14
"Moxd1","GSM2545339",200
"Susd6","GSM2545339",4427
"Ighm","GSM2545339",211
"Fam131a","GSM2545339",3071
"Zfp92","GSM2545339",50
"Kirrel","GSM2545339",371
"Npsr1","GSM2545339",24
"Kcnj16","GSM2545339",1054
"Atg10","GSM2545339",224
"Vwc2l","GSM2545339",170
"Sox14","GSM2545339",27
"Zc3h3","GSM2545339",361
"Gak","GSM2545339",3874
"Tox2","GSM2545339",254
"Tenm2","GSM2545339",1100
"Begain","GSM2545339",1079
"Dsc3","GSM2545339",8
"Fbll1","GSM2545339",342
"Dnah7a","GSM2545339",29
"Gm3764","GSM2545339",2764
"Strip1","GSM2545339",2628
"Nmnat3","GSM2545339",41
"Lims2","GSM2545339",224
"Fam43b","GSM2545339",268
"Ccnl2","GSM2545339",8444
"Gm11627","GSM2545339",21
"Rabl2","GSM2545339",848
"Kcnj3","GSM2545339",5121
"Zfp36","GSM2545339",160
"Slc2a1","GSM2545339",4136
"Cnksr3","GSM2545339",2386
"AW551984","GSM2545339",682
"Hykk","GSM2545339",199
"Rnasel","GSM2545339",106
"Shc1","GSM2545339",324
"Ppp1r12c","GSM2545339",3024
"Syne4","GSM2545339",306
"Arrdc2","GSM2545339",456
"Usp28","GSM2545339",2180
"Slfn4","GSM2545339",48
"Pomt2","GSM2545339",1255
"Gm10432","GSM2545339",122
"Cngb1","GSM2545339",28
"Dot1l","GSM2545339",5848
"Gmnn","GSM2545339",140
"Ccdc160","GSM2545339",59
"Ptpn5","GSM2545339",1072
"Mal2","GSM2545339",483
"Arap3","GSM2545339",264
"Mib2","GSM2545339",2503
"Itgb1bp2","GSM2545339",40
"Stk32b","GSM2545339",77
"Dgkb","GSM2545339",1676
"Pcgf6","GSM2545339",994
"Serinc2","GSM2545339",585
"Arhgef37","GSM2545339",606
"Ltf","GSM2545339",86
"Timp2","GSM2545339",4037
"Snora41","GSM2545339",24
"F3","GSM2545339",1845
"Tgfbi","GSM2545339",171
"Rab44","GSM2545339",6
"Lclat1","GSM2545339",909
"Arid5b","GSM2545339",1861
"Col25a1","GSM2545339",624
"Inpp5b","GSM2545339",2533
"Dhfr","GSM2545339",288
"Phkg2","GSM2545339",1615
"Bcl11a","GSM2545339",543
"Nr2f1","GSM2545339",1398
"Trhr","GSM2545339",89
"Msc","GSM2545339",12
"Mndal","GSM2545339",160
"Pou3f2","GSM2545339",585
"Gm9962","GSM2545339",27
"Atg16l2","GSM2545339",1138
"Gm16425","GSM2545339",7
"Ap1m1","GSM2545339",1840
"Trpv3","GSM2545339",15
"Inpp5k","GSM2545339",2074
"D11Wsu47e","GSM2545339",180
"Fkbp1b","GSM2545339",288
"Syvn1","GSM2545339",1944
"Aldh3a2","GSM2545339",2710
"Dtd2","GSM2545339",228
"Pcdh19","GSM2545339",508
"Gm5526","GSM2545339",19
"Nsun5","GSM2545339",542
"Hrh2","GSM2545339",277
"Lmbr1l","GSM2545339",565
"Pkn1","GSM2545339",1116
"Nptx2","GSM2545339",96
"Ctxn1","GSM2545339",242
"Rp1","GSM2545339",3
"Gm7357","GSM2545339",2
"Mrpl15","GSM2545339",1158
"Lypla1","GSM2545339",1624
"Tcea1","GSM2545339",2490
"Gm6104","GSM2545339",0
"Atp6v1h","GSM2545339",5140
"Oprk1","GSM2545339",154
"Npbwr1","GSM2545339",12
"Rb1cc1","GSM2545339",6410
"Gm2147","GSM2545339",0
"Gm26901","GSM2545339",1
"Sntg1","GSM2545339",595
"Gm6187","GSM2545339",0
"Rrs1","GSM2545339",573
"Mcmdc2","GSM2545339",20
"Snhg6","GSM2545339",288
"Snord87","GSM2545339",3
"Tcf24","GSM2545339",4
"Ppp1r42","GSM2545339",13
"Arfgef1","GSM2545339",5446
"Cpa6","GSM2545339",4
"Ncoa2","GSM2545339",4406
"Tram1","GSM2545339",1439
"Gm5523","GSM2545339",2
"Eya1","GSM2545339",218
"Smt3h2-ps4","GSM2545339",1
"Trpa1","GSM2545339",2
"Gm10566","GSM2545339",1
"Terf1","GSM2545339",622
"Rdh10","GSM2545339",880
"Stau2","GSM2545339",3534
"Ly96","GSM2545339",29
"Jph1","GSM2545339",1419
"Gdap1","GSM2545339",6084
"Rbm6-ps1","GSM2545339",8
"Pi15","GSM2545339",24
"Gm28154","GSM2545339",15
"Gm16070","GSM2545339",0
"Gm15825","GSM2545339",4
"Tfap2d","GSM2545339",257
"Tfap2b","GSM2545339",1497
"Pkhd1","GSM2545339",2
"Mir133b","GSM2545339",3
"Il17f","GSM2545339",0
"Paqr8","GSM2545339",15182
"Tram2","GSM2545339",15
"Gm7658","GSM2545339",13
"Gm7761","GSM2545339",4
"Mir30c-2","GSM2545339",11
"Ogfrl1","GSM2545339",9525
"Smap1","GSM2545339",2664
"Fam135a","GSM2545339",2906
"Col19a1","GSM2545339",1088
"Lmbrd1","GSM2545339",7896
"Gm20172","GSM2545339",8
"Gm29214","GSM2545339",6
"Gm7846","GSM2545339",7
"Gm5525","GSM2545339",9
"Phf3","GSM2545339",4651
"Khdrbs2","GSM2545339",269
"Gm5415","GSM2545339",0
"Zfp451","GSM2545339",1379
"Gm15455","GSM2545339",6
"Bend6","GSM2545339",9013
"Ptpn18","GSM2545339",44
"Cfc1","GSM2545339",3
"Amer3","GSM2545339",1914
"Fam168b","GSM2545339",10515
"Gm33222","GSM2545339",6
"Kansl3","GSM2545339",3797
"Fer1l5","GSM2545339",3
"Cnnm4","GSM2545339",915
"Sema4c","GSM2545339",855
"Cox5b","GSM2545339",5464
"Zap70","GSM2545339",24
"Tmem131","GSM2545339",3302
"Cnga3","GSM2545339",4
"Unc50","GSM2545339",1445
"Lipt1","GSM2545339",112
"Mrpl30","GSM2545339",1128
"Lyg2","GSM2545339",10
"Txndc9","GSM2545339",1831
"Eif5b","GSM2545339",4084
"Gm16150","GSM2545339",22
"Gm16152","GSM2545339",6
"Pdcl3","GSM2545339",1024
"Rpl31","GSM2545339",3160
"Tbc1d8","GSM2545339",1709
"Cnot11","GSM2545339",1006
"Snord89","GSM2545339",19
"Rnf149","GSM2545339",797
"Rfx8","GSM2545339",9
"Gm16894","GSM2545339",13
"Il1rl2","GSM2545339",12
"Il1rl1","GSM2545339",5
"Il18r1","GSM2545339",1
"Slc9a4","GSM2545339",6
"Mfsd9","GSM2545339",160
"Tmem182","GSM2545339",12
"Gm28175","GSM2545339",25
"Pantr1","GSM2545339",269
"Pou3f3","GSM2545339",1532
"Pantr2","GSM2545339",36
"Mrps9","GSM2545339",1170
"Gpr45","GSM2545339",107
"Tgfbrap1","GSM2545339",2111
"Fhl2","GSM2545339",99
"Nck2","GSM2545339",690
"Uxs1","GSM2545339",1101
"Gm16103","GSM2545339",1
"Tpp2","GSM2545339",2981
"Tex30","GSM2545339",261
"Bivm","GSM2545339",995
"Gulp1","GSM2545339",243
"Wdr75","GSM2545339",1175
"Dnah7b","GSM2545339",722
"Gm4852","GSM2545339",6
"Gm8337","GSM2545339",19
"Nabp1","GSM2545339",515
"Gm17767","GSM2545339",2
"Myo1b","GSM2545339",846
"Stat4","GSM2545339",9
"Stat1","GSM2545339",1746
"Gls","GSM2545339",10622
"Rps27a-ps1","GSM2545339",0
"Gm28178","GSM2545339",6
"Inpp1","GSM2545339",2738
"Mstn","GSM2545339",25
"Asnsd1","GSM2545339",718
"Gtf3c3","GSM2545339",1112
"Pgap1","GSM2545339",2353
"Gm19637","GSM2545339",1
"Ankrd44","GSM2545339",729
"Sf3b1","GSM2545339",18026
"Gm6822","GSM2545339",10
"Boll","GSM2545339",0
"Gm8292","GSM2545339",18
"Plcl1","GSM2545339",1107
"Gm6644","GSM2545339",3
"Satb2","GSM2545339",21
"BC055402","GSM2545339",4
"Tyw5","GSM2545339",460
"Spats2l","GSM2545339",496
"Aox4","GSM2545339",8
"Aox2","GSM2545339",2
"Bzw1","GSM2545339",9030
"Clk1","GSM2545339",9395
"Ppil3","GSM2545339",369
"Nif3l1","GSM2545339",595
"Cflar","GSM2545339",883
"Casp8","GSM2545339",79
"Stradb","GSM2545339",970
"Tmem237","GSM2545339",908
"Cdk15","GSM2545339",6
"Fzd7","GSM2545339",1839
"Sumo1","GSM2545339",3347
"Fam117b","GSM2545339",3518
"Wdr12","GSM2545339",1184
"Nbeal1","GSM2545339",2053
"Abi2","GSM2545339",4062
"Cd28","GSM2545339",48
"Gm11581","GSM2545339",1
"Icos","GSM2545339",3
"Nrp2","GSM2545339",475
"Gm4208","GSM2545339",1
"Ndufs1","GSM2545339",7413
"Eef1b2","GSM2545339",4078
"Gpr1","GSM2545339",12
"Gm11605","GSM2545339",3
"Adam23","GSM2545339",6875
"Dytn","GSM2545339",2
"Mdh1b","GSM2545339",24
"Gm13748","GSM2545339",5
"Ccnyl1","GSM2545339",464
"Plekhm3","GSM2545339",1882
"Rpl10a-ps1","GSM2545339",22
"Cryga","GSM2545339",3
"Pikfyve","GSM2545339",2892
"Map2","GSM2545339",28170
"Unc80","GSM2545339",19022
"Kansl1l","GSM2545339",1314
"Acadl","GSM2545339",1801
"Gm15793","GSM2545339",1
"Spag16","GSM2545339",108
"Bard1","GSM2545339",12
"Abca12","GSM2545339",5
"Atic","GSM2545339",988
"Fn1","GSM2545339",2617
"Gm5256","GSM2545339",0
"Tmem169","GSM2545339",541
"Xrcc5","GSM2545339",733
"Smarcal1","GSM2545339",3045
"Igfbp2","GSM2545339",1688
"Gm29183","GSM2545339",3
"Rufy4","GSM2545339",6
"Cxcr2","GSM2545339",6
"Arpc2","GSM2545339",3632
"Aamp","GSM2545339",4375
"Tmbim1","GSM2545339",1546
"Catip","GSM2545339",70
"Zfp142","GSM2545339",1653
"Rnf25","GSM2545339",1359
"Ttll4","GSM2545339",1821
"Prkag3","GSM2545339",9
"Gm29539","GSM2545339",2
"Wnt10a","GSM2545339",11
"Ihh","GSM2545339",14
"Slc23a3","GSM2545339",7
"Zfand2b","GSM2545339",422
"Ankzf1","GSM2545339",1161
"Glb1l","GSM2545339",353
"Ptprn","GSM2545339",4717
"Des","GSM2545339",59
"Asic4","GSM2545339",128
"Chpf","GSM2545339",1985
"Obsl1","GSM2545339",667
"Stk11ip","GSM2545339",985
"Slc4a3","GSM2545339",3403
"Epha4","GSM2545339",1345
"Pax3","GSM2545339",209
"Mogat1","GSM2545339",11
"Kcne4","GSM2545339",59
"Gm5830","GSM2545339",7
"Scg2","GSM2545339",9938
"Mrpl44","GSM2545339",774
"Gm5529","GSM2545339",13
"Fam124b","GSM2545339",4
"Cul3","GSM2545339",7216
"Nyap2","GSM2545339",1115
"Rhbdd1","GSM2545339",512
"Col4a4","GSM2545339",85
"Col4a3","GSM2545339",86
"Mff","GSM2545339",7600
"Daw1","GSM2545339",31
"Trip12","GSM2545339",7184
"Fbxo36","GSM2545339",116
"Slc16a14","GSM2545339",182
"Gm15433","GSM2545339",0
"Rpl19-ps1","GSM2545339",1
"Sp110","GSM2545339",34
"Sp140","GSM2545339",24
"Sp100","GSM2545339",214
"Cab39","GSM2545339",8964
"Gpr55","GSM2545339",3
"Spata3","GSM2545339",19
"Htr2b","GSM2545339",0
"Armc9","GSM2545339",701
"B3gnt7","GSM2545339",16
"Snora75","GSM2545339",5
"Nmur1","GSM2545339",25
"Dis3l2","GSM2545339",786
"Gm6136","GSM2545339",24
"Ecel1","GSM2545339",99
"Prss56","GSM2545339",2
"Kcnj13","GSM2545339",540
"Inpp5d","GSM2545339",178
"Scarna6","GSM2545339",1
"Sag","GSM2545339",12
"Dgkd","GSM2545339",8257
"Gm19582","GSM2545339",56
"Usp40","GSM2545339",1159
"Ugt1a7c","GSM2545339",7
"Dnajb3","GSM2545339",28
"Mroh2a","GSM2545339",16
"Spp2","GSM2545339",5
"Gm29538","GSM2545339",12
"Glrp1","GSM2545339",0
"Sh3bp4","GSM2545339",399
"Gbx2","GSM2545339",11
"Iqca","GSM2545339",34
"Ackr3","GSM2545339",269
"Col6a3","GSM2545339",123
"Rab17","GSM2545339",1
"Ube2f","GSM2545339",1307
"Klhl30","GSM2545339",10
"Twist2","GSM2545339",3
"Hdac4","GSM2545339",1575
"Ndufa10","GSM2545339",4268
"Mir149","GSM2545339",5
"Ankmy1","GSM2545339",20
"Rnpepl1","GSM2545339",946
"Capn10","GSM2545339",1051
"Gpr35","GSM2545339",38
"Pask","GSM2545339",197
"Hdlbp","GSM2545339",7826
"Farp2","GSM2545339",311
"Stk25","GSM2545339",5521
"Thap4","GSM2545339",473
"D2hgdh","GSM2545339",388
"Pdcd1","GSM2545339",2
"Gm7895","GSM2545339",10
"Fam174a","GSM2545339",1605
"Slco4c1","GSM2545339",23
"Panct2","GSM2545339",24
"Gm6430","GSM2545339",2
"Gin1","GSM2545339",368
"Pam","GSM2545339",2558
"Cntnap5b","GSM2545339",932
"Cdh20","GSM2545339",729
"Pign","GSM2545339",845
"Gm10193","GSM2545339",3
"Tnfrsf11a","GSM2545339",45
"Gm7160","GSM2545339",18
"Gm20753","GSM2545339",5
"Bcl2","GSM2545339",774
"Vps4b","GSM2545339",2062
"Serpinb5","GSM2545339",3
"Serpinb10","GSM2545339",0
"Gm8141","GSM2545339",8
"Cdh7","GSM2545339",1999
"Cdh19","GSM2545339",633
"Gm8173","GSM2545339",0
"Dsel","GSM2545339",431
"Gm6028","GSM2545339",1
"Nifk","GSM2545339",966
"Clasp1","GSM2545339",2650
"Inhbb","GSM2545339",268
"Gm3551","GSM2545339",3
"Gm28209","GSM2545339",1
"Cfap221","GSM2545339",11
"Sctr","GSM2545339",6
"Tmem37","GSM2545339",30
"En1","GSM2545339",203
"Insig2","GSM2545339",2345
"Ccdc93","GSM2545339",1443
"Htr5b","GSM2545339",16
"Ddx18","GSM2545339",862
"Actr3","GSM2545339",5529
"Slc35f5","GSM2545339",710
"Gpr39","GSM2545339",1
"Mgat5","GSM2545339",3088
"Gm8451","GSM2545339",20
"Tmem163","GSM2545339",1744
"Acmsd","GSM2545339",1
"Zranb3","GSM2545339",208
"Gm28800","GSM2545339",1
"Rpl28-ps1","GSM2545339",18
"Mir128-1","GSM2545339",3
"Lct","GSM2545339",9
"Gm6170","GSM2545339",20
"Thsd7b","GSM2545339",97
"Gm29428","GSM2545339",1
"Cd55","GSM2545339",273
"Gm16083","GSM2545339",27
"C4bp-ps1","GSM2545339",7
"Yod1","GSM2545339",466
"Fcamr","GSM2545339",1
"Dyrk3","GSM2545339",129
"Ikbke","GSM2545339",53
"Srgap2","GSM2545339",6768
"Slc26a9","GSM2545339",3
"Pm20d1","GSM2545339",224
"Rab29","GSM2545339",163
"Cdk18","GSM2545339",702
"Gm29695","GSM2545339",129
"Lemd1","GSM2545339",21
"Gm7241","GSM2545339",1
"Klhdc8a","GSM2545339",788
"Lrrn2","GSM2545339",2516
"Gm29257","GSM2545339",3
"Gm28609","GSM2545339",3
"Plekha6","GSM2545339",4993
"Ren1","GSM2545339",2
"Sox13","GSM2545339",279
"Zbed6","GSM2545339",2588
"Lax1","GSM2545339",5
"Optc","GSM2545339",14
"Prelp","GSM2545339",946
"Gm8618","GSM2545339",5
"Mybph","GSM2545339",6
"Myog","GSM2545339",0
"Ppfia4","GSM2545339",8519
"Tmem183a","GSM2545339",2889
"Kdm5b","GSM2545339",2108
"Ppp1r12b","GSM2545339",2761
"Ube2t","GSM2545339",71
"Ptprv","GSM2545339",13
"Timm17a","GSM2545339",1634
"Csrp1","GSM2545339",7951
"Tnni1","GSM2545339",113
"Lad1","GSM2545339",20
"Pkp1","GSM2545339",2
"Ascl5","GSM2545339",0
"Cacna1s","GSM2545339",36
"Gm15850","GSM2545339",0
"Kif21b","GSM2545339",1405
"Camsap2","GSM2545339",7997
"Kif14","GSM2545339",13
"Gm29485","GSM2545339",0
"Gm19705","GSM2545339",31
"Mif-ps1","GSM2545339",2
"Nr5a2","GSM2545339",6
"Ptprc","GSM2545339",133
"Lhx9","GSM2545339",352
"Dennd1b","GSM2545339",987
"Crb1","GSM2545339",28
"Zbtb41","GSM2545339",1891
"Cfhr2","GSM2545339",0
"Gm5837","GSM2545339",6
"Kcnt2","GSM2545339",102
"Gm5835","GSM2545339",25
"Cdc73","GSM2545339",933
"B3galt2","GSM2545339",1051
"Glrx2","GSM2545339",1585
"Rgs1","GSM2545339",2
"Gm7266","GSM2545339",3
"Rgs18","GSM2545339",10
"Brinp3","GSM2545339",906
"Ptgs2os","GSM2545339",0
"Ptgs2","GSM2545339",126
"Tpr","GSM2545339",6383
"Swt1","GSM2545339",791
"Mir7682","GSM2545339",0
"Rnf2","GSM2545339",1428
"Gm36527","GSM2545339",2
"Edem3","GSM2545339",3866
"Tsen15","GSM2545339",551
"Colgalt2","GSM2545339",155
"Rgl1","GSM2545339",1110
"Arpc5","GSM2545339",2186
"Ncf2","GSM2545339",83
"Nmnat2","GSM2545339",6458
"Lamc2","GSM2545339",82
"Dhx9","GSM2545339",5243
"Rgs16","GSM2545339",531
"Rgsl1","GSM2545339",9
"Zfp648","GSM2545339",6
"Gm9530","GSM2545339",9
"Stx6","GSM2545339",1579
"Xpr1","GSM2545339",3446
"Gm5532","GSM2545339",6
"Acbd6","GSM2545339",759
"Lhx4","GSM2545339",21
"Cep350","GSM2545339",3684
"Fam163a","GSM2545339",83
"Tdrd5","GSM2545339",83
"Nphs2","GSM2545339",3
"Gm2000","GSM2545339",11
"Soat1","GSM2545339",767
"Abl2","GSM2545339",1645
"Fam20b","GSM2545339",3356
"Ralgps2","GSM2545339",2007
"Angptl1","GSM2545339",10
"Rasal2","GSM2545339",2320
"Brinp2","GSM2545339",1107
"Gm4953","GSM2545339",2
"Gm31256","GSM2545339",1
"Rabgap1l","GSM2545339",6128
"Gm6177","GSM2545339",0
"Rc3h1","GSM2545339",3423
"Serpinc1","GSM2545339",4
"Snord47","GSM2545339",15
"Dars2","GSM2545339",654
"Cenpl","GSM2545339",118
"Fasl","GSM2545339",12
"Dnm3","GSM2545339",11277
"Dnm3os","GSM2545339",3
"Prrc2c","GSM2545339",7303
"Fmo2","GSM2545339",179
"Mettl11b","GSM2545339",7
"BC055324","GSM2545339",139
"Sele","GSM2545339",4
"Selp","GSM2545339",4
"F5","GSM2545339",882
"Nme7","GSM2545339",364
