Ensembl Gene ID	Associated Gene Name	Description	EntrezGene ID
ENSMUSG00000080254	Fam220-ps	family with sequence similarity 220, pseudogene [Source:MGI Symbol;Acc:MGI:3707456]	
ENSMUSG00000042203	Tbc1d22b	TBC1 domain family, member 22B [Source:MGI Symbol;Acc:MGI:2681867]	381085
ENSMUSG00000069094	Pde7a	phosphodiesterase 7A [Source:MGI Symbol;Acc:MGI:1202402]	18583
ENSMUSG00000107470	Gm3375	predicted gene 3375 [Source:MGI Symbol;Acc:MGI:3781553]	
ENSMUSG00000090727	Gm3956	predicted gene 3956 [Source:MGI Symbol;Acc:MGI:3782130]	
ENSMUSG00000078289	Gm10923	predicted gene 10923 [Source:MGI Symbol;Acc:MGI:3779135]	
ENSMUSG00000098374	Gm28043	predicted gene, 28043 [Source:MGI Symbol;Acc:MGI:5547779]	
ENSMUSG00000056412	Gm12396	predicted gene 12396 [Source:MGI Symbol;Acc:MGI:3649201]	
ENSMUSG00000089698	Gm2541	predicted pseudogene 2541 [Source:MGI Symbol;Acc:MGI:3780709]	
ENSMUSG00000041134	Cyyr1	cysteine and tyrosine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2152187]	224405
ENSMUSG00000089900	Tbc1d22bos	TBC1 domain family, member 22B, opposite strand [Source:MGI Symbol;Acc:MGI:1921342]	
ENSMUSG00000042659	Arrdc4	arrestin domain containing 4 [Source:MGI Symbol;Acc:MGI:1913662]	66412
ENSMUSG00000060630	Zfp735	zinc finger protein 735 [Source:MGI Symbol;Acc:MGI:1923640]	76390
ENSMUSG00000092253	H2-Q3	histocompatibility 2, Q region locus 3 [Source:MGI Symbol;Acc:MGI:95932]	
ENSMUSG00000021879	Dnah12	dynein, axonemal, heavy chain 12 [Source:MGI Symbol;Acc:MGI:107720]	
ENSMUSG00000024018	Ccdc167	coiled-coil domain containing 167 [Source:MGI Symbol;Acc:MGI:1915847]	68597
ENSMUSG00000109455	RP23-466P2.3		
ENSMUSG00000047295	Smgc	submandibular gland protein C [Source:MGI Symbol;Acc:MGI:1859618]	223809
ENSMUSG00000078817	Nlrp12	NLR family, pyrin domain containing 12 [Source:MGI Symbol;Acc:MGI:2676630]	378425
ENSMUSG00000003444	Med29	mediator complex subunit 29 [Source:MGI Symbol;Acc:MGI:1914474]	67224
ENSMUSG00000001986	Gria3	glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]	53623
ENSMUSG00000044786	Zfp36	zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]	22695
ENSMUSG00000100833	Gm28988	predicted gene 28988 [Source:MGI Symbol;Acc:MGI:5579694]	
ENSMUSG00000073094	Smim9	small integral membrane protein 9 [Source:MGI Symbol;Acc:MGI:3588243]	434800
ENSMUSG00000083458	Gm5510	predicted pseudogene 5510 [Source:MGI Symbol;Acc:MGI:3648472]	
ENSMUSG00000050954	Zfp169	zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]	67911
ENSMUSG00000046192	Iqub	IQ motif and ubiquitin domain containing [Source:MGI Symbol;Acc:MGI:3041159]	214704
ENSMUSG00000098177	Gm4823	predicted gene 4823 [Source:MGI Symbol;Acc:MGI:3648399]	
ENSMUSG00000024944	Arl2	ADP-ribosylation factor-like 2 [Source:MGI Symbol;Acc:MGI:1928393]	56327
ENSMUSG00000042590	Ipo11	importin 11 [Source:MGI Symbol;Acc:MGI:2442377]	76582
ENSMUSG00000035626	Olfr1509	olfactory receptor 1509 [Source:MGI Symbol;Acc:MGI:3031343]	57271
ENSMUSG00000082244	Gm8503	predicted gene 8503 [Source:MGI Symbol;Acc:MGI:3646324]	
ENSMUSG00000107413	Gm20553	predicted gene, 20553 [Source:MGI Symbol;Acc:MGI:5295660]	
ENSMUSG00000079577	Gm14692	predicted gene 14692 [Source:MGI Symbol;Acc:MGI:3713084]	666842
ENSMUSG00000099329	Gm28052	predicted gene, 28052 [Source:MGI Symbol;Acc:MGI:5547788]	
ENSMUSG00000094929	Gm3526	predicted gene 3526 [Source:MGI Symbol;Acc:MGI:3781703]	
ENSMUSG00000108105	Gm5340	predicted gene 5340 [Source:MGI Symbol;Acc:MGI:3779484]	
ENSMUSG00000108598	RP23-180L15.9		
ENSMUSG00000015202	Cnksr3	Cnksr family member 3 [Source:MGI Symbol;Acc:MGI:2674130]	215748
ENSMUSG00000080696	Gm12825	predicted gene 12825 [Source:MGI Symbol;Acc:MGI:3650153]	
ENSMUSG00000080781	Olfr388-ps1	olfactory receptor 388, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030222]	
ENSMUSG00000093767	Vmn2r-ps13	vomeronasal 2, receptor, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3757946]	
ENSMUSG00000039699	Batf2	basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731]	74481
ENSMUSG00000082286	Pisd-ps1	phosphatidylserine decarboxylase, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3842428]	
ENSMUSG00000091238	Gm17103	predicted gene 17103 [Source:MGI Symbol;Acc:MGI:4937930]	
ENSMUSG00000101081	Gm29193	predicted gene 29193 [Source:MGI Symbol;Acc:MGI:5579899]	
ENSMUSG00000099815	Gm28430	predicted gene 28430 [Source:MGI Symbol;Acc:MGI:5579136]	
ENSMUSG00000060808	B9d1os	B9 protein domain 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920466]	
ENSMUSG00000001525	Tubb5	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]	22154
ENSMUSG00000038257	Glra3	glycine receptor, alpha 3 subunit [Source:MGI Symbol;Acc:MGI:95749]	110304
ENSMUSG00000091864	Gm17102	predicted gene 17102 [Source:MGI Symbol;Acc:MGI:4937929]	
ENSMUSG00000002845	Tmem39a	transmembrane protein 39a [Source:MGI Symbol;Acc:MGI:1915096]	67846
ENSMUSG00000085174	Gm16206	predicted gene 16206 [Source:MGI Symbol;Acc:MGI:3801870]	
ENSMUSG00000105675	Gm43383	predicted gene 43383 [Source:MGI Symbol;Acc:MGI:5663520]	
ENSMUSG00000098278	Ranbp2-ps8	RAN binding protein 2, pseudogene 8 [Source:MGI Symbol;Acc:MGI:5521016]	
ENSMUSG00000042997	Nhlrc3	NHL repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444520]	212114
ENSMUSG00000056332	Gm16294	predicted gene 16294 [Source:MGI Symbol;Acc:MGI:3645121]	
ENSMUSG00000041779	Tram2	translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817]	170829
ENSMUSG00000054310	Obox1	oocyte specific homeobox 1 [Source:MGI Symbol;Acc:MGI:1918718]	71468
ENSMUSG00000067724	Gbx1	gastrulation brain homeobox 1 [Source:MGI Symbol;Acc:MGI:95667]	231044
ENSMUSG00000091995	Gm3339	predicted gene 3339 [Source:MGI Symbol;Acc:MGI:3781517]	
ENSMUSG00000096023	Gm3542	predicted gene 3542 [Source:MGI Symbol;Acc:MGI:3781719]	
ENSMUSG00000094892	Vmn2r101	vomeronasal 2, receptor 101 [Source:MGI Symbol;Acc:MGI:3648468]	627576
ENSMUSG00000022184	Fbxo4	F-box protein 4 [Source:MGI Symbol;Acc:MGI:2146220]	106052
ENSMUSG00000091713	Gm17126	predicted gene 17126 [Source:MGI Symbol;Acc:MGI:4937953]	
ENSMUSG00000092264	Gm3585	predicted gene 3585 [Source:MGI Symbol;Acc:MGI:3781762]	
ENSMUSG00000021731	Mrps30	mitochondrial ribosomal protein S30 [Source:MGI Symbol;Acc:MGI:1926237]	59054
ENSMUSG00000081552	Gm12328	predicted gene 12328 [Source:MGI Symbol;Acc:MGI:3651322]	
ENSMUSG00000092592	Gm20449	predicted gene 20449 [Source:MGI Symbol;Acc:MGI:5141914]	
ENSMUSG00000091163	Gm3962	predicted gene 3962 [Source:MGI Symbol;Acc:MGI:3782136]	
ENSMUSG00000057977	Skint11	selection and upkeep of intraepithelial T cells 11 [Source:MGI Symbol;Acc:MGI:2685415]	230623
ENSMUSG00000083500	Gm15470	predicted gene 15470 [Source:MGI Symbol;Acc:MGI:3641891]	
ENSMUSG00000074166	AW146154	expressed sequence AW146154 [Source:MGI Symbol;Acc:MGI:2142212]	101835
ENSMUSG00000098002	Gm9658	predicted gene 9658 [Source:MGI Symbol;Acc:MGI:3780066]	
ENSMUSG00000075602	Ly6a	lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]	110454
ENSMUSG00000092523	Gm18191	predicted gene, 18191 [Source:MGI Symbol;Acc:MGI:5010376]	
ENSMUSG00000093719	Obox4-ps30	oocyte specific homeobox 4, pseudogene 30 [Source:MGI Symbol;Acc:MGI:3782190]	
ENSMUSG00000093513	Obox4-ps31	oocyte specific homeobox 4, pseudogene 31 [Source:MGI Symbol;Acc:MGI:3782192]	
ENSMUSG00000061751	Kalrn	kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]	545156
ENSMUSG00000082825	Gm15741	predicted gene 15741 [Source:MGI Symbol;Acc:MGI:3783183]	
ENSMUSG00000020372	Gnb2l1	guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1 [Source:MGI Symbol;Acc:MGI:101849]	14694
ENSMUSG00000066537	Vmn2r57	vomeronasal 2, receptor 57 [Source:MGI Symbol;Acc:MGI:3703084]	269902
ENSMUSG00000074369	Obox2	oocyte specific homeobox 2 [Source:MGI Symbol;Acc:MGI:2149033]	246792
ENSMUSG00000108312	RP23-396C19.6		
ENSMUSG00000079505	Gm11131	predicted gene 11131 [Source:MGI Symbol;Acc:MGI:3779386]	
ENSMUSG00000095961	Vmn2r102	vomeronasal 2, receptor 102 [Source:MGI Symbol;Acc:MGI:3647786]	224572
ENSMUSG00000035929	H2-Q4	histocompatibility 2, Q region locus 4 [Source:MGI Symbol;Acc:MGI:95933]	15015
ENSMUSG00000034810	Scn7a	sodium channel, voltage-gated, type VII, alpha [Source:MGI Symbol;Acc:MGI:102965]	20272
ENSMUSG00000045022	1700024P04Rik	RIKEN cDNA 1700024P04 gene [Source:MGI Symbol;Acc:MGI:1916632]	69382
ENSMUSG00000072592	Gm10373	predicted gene 10373 [Source:MGI Symbol;Acc:MGI:3642805]	
ENSMUSG00000082155	Gm7164	predicted gene 7164 [Source:MGI Symbol;Acc:MGI:3646195]	
ENSMUSG00000083859	Gm12003	predicted gene 12003 [Source:MGI Symbol;Acc:MGI:3651520]	
ENSMUSG00000040365	Trim41	tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814]	211007
ENSMUSG00000019876	Pkib	protein kinase inhibitor beta, cAMP dependent, testis specific [Source:MGI Symbol;Acc:MGI:101937]	18768
ENSMUSG00000036959	Bcorl1	BCL6 co-repressor-like 1 [Source:MGI Symbol;Acc:MGI:2443910]	320376
ENSMUSG00000096707	Vmn2r-ps44	vomeronasal 2, receptor, pseudogene 44 [Source:MGI Symbol;Acc:MGI:3757875]	
ENSMUSG00000092189	Gm3644	predicted gene 3644 [Source:MGI Symbol;Acc:MGI:3781820]	
ENSMUSG00000000290	Itgb2	integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]	16414
ENSMUSG00000070814	6330408A02Rik	RIKEN cDNA 6330408A02 gene [Source:MGI Symbol;Acc:MGI:2447816]	321008
ENSMUSG00000093592	Vmn2r-ps122	vomeronasal 2, receptor, pseudogene 122 [Source:MGI Symbol;Acc:MGI:3761606]	
ENSMUSG00000101308	Gm28989	predicted gene 28989 [Source:MGI Symbol;Acc:MGI:5579695]	
ENSMUSG00000092490	Gm20482	predicted gene 20482 [Source:MGI Symbol;Acc:MGI:5141947]	
ENSMUSG00000021540	Smad5	SMAD family member 5 [Source:MGI Symbol;Acc:MGI:1328787]	17129
ENSMUSG00000042642	Flad1	flavin adenine dinucleotide synthetase 1 [Source:MGI Symbol;Acc:MGI:2443030]	319945
ENSMUSG00000023089	Ndufa5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 [Source:MGI Symbol;Acc:MGI:1915452]	68202
ENSMUSG00000099751	1700022A22Rik	RIKEN cDNA 1700022A22 gene [Source:MGI Symbol;Acc:MGI:1922807]	
ENSMUSG00000066772	Obox3	oocyte specific homeobox 3 [Source:MGI Symbol;Acc:MGI:2149032]	246791
ENSMUSG00000028413	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]	14595
ENSMUSG00000056394	Lig1	ligase I, DNA, ATP-dependent [Source:MGI Symbol;Acc:MGI:101789]	16881
ENSMUSG00000091771	Vmn2r103	vomeronasal 2, receptor 103 [Source:MGI Symbol;Acc:MGI:3644032]	627636
ENSMUSG00000086953	Aknaos	AT-hook transcription factor, opposite strand [Source:MGI Symbol;Acc:MGI:1914033]	
ENSMUSG00000006463	Zdhhc24	zinc finger, DHHC domain containing 24 [Source:MGI Symbol;Acc:MGI:1917855]	70605
ENSMUSG00000078816	Prkcg	protein kinase C, gamma [Source:MGI Symbol;Acc:MGI:97597]	18752
ENSMUSG00000070383	Olfr389	olfactory receptor 389 [Source:MGI Symbol;Acc:MGI:3030223]	259011
ENSMUSG00000039158	Akna	AT-hook transcription factor [Source:MGI Symbol;Acc:MGI:2140340]	100182
ENSMUSG00000078173	Lenep	lens epithelial protein [Source:MGI Symbol;Acc:MGI:1930020]	57275
ENSMUSG00000099971	Gm28287	predicted gene 28287 [Source:MGI Symbol;Acc:MGI:5578993]	
ENSMUSG00000041842	Fhdc1	FH2 domain containing 1 [Source:MGI Symbol;Acc:MGI:2684972]	229474
ENSMUSG00000051136	Ghsr	growth hormone secretagogue receptor [Source:MGI Symbol;Acc:MGI:2441906]	208188
ENSMUSG00000057564	Olfr1508	olfactory receptor 1508 [Source:MGI Symbol;Acc:MGI:3031342]	57270
ENSMUSG00000030584	Dpf1	D4, zinc and double PHD fingers family 1 [Source:MGI Symbol;Acc:MGI:1352748]	29861
ENSMUSG00000105573	Gm43384	predicted gene 43384 [Source:MGI Symbol;Acc:MGI:5663521]	
ENSMUSG00000092573	Vmn2r-ps43	vomeronasal 2, receptor, pseudogene 43 [Source:MGI Symbol;Acc:MGI:3757874]	
ENSMUSG00000105028	Gm18747	predicted gene, 18747 [Source:MGI Symbol;Acc:MGI:5010932]	
ENSMUSG00000043986	Spata31d1d	spermatogenesis associated 31 subfamily D, member 1D [Source:MGI Symbol;Acc:MGI:3045260]	238663
ENSMUSG00000069818	Olfr390	olfactory receptor 390 [Source:MGI Symbol;Acc:MGI:3030224]	258344
ENSMUSG00000093426	Vmn2r-ps123	vomeronasal 2, receptor, pseudogene 123 [Source:MGI Symbol;Acc:MGI:3761608]	
ENSMUSG00000086027	Gm11250	predicted gene 11250 [Source:MGI Symbol;Acc:MGI:3651181]	
ENSMUSG00000093913	Obox4-ps28	oocyte specific homeobox 4, pseudogene 28 [Source:MGI Symbol;Acc:MGI:3641736]	
ENSMUSG00000093397	Obox4-ps29	oocyte specific homeobox 4, pseudogene 29 [Source:MGI Symbol;Acc:MGI:3782188]	
ENSMUSG00000029286	Enam	enamelin [Source:MGI Symbol;Acc:MGI:1333772]	13801
ENSMUSG00000098386	Ranbp2-ps10	RAN binding protein 2, pseudogene 10 [Source:MGI Symbol;Acc:MGI:5521024]	
ENSMUSG00000100819	Gm2693	predicted gene 2693 [Source:MGI Symbol;Acc:MGI:3780862]	
ENSMUSG00000093421	Obox3-ps6	oocyte specific homeobox 3, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3704111]	
ENSMUSG00000090120	A730090N16Rik	RIKEN cDNA A730090N16 gene [Source:MGI Symbol;Acc:MGI:2442748]	
ENSMUSG00000098861	Ranbp2-ps9	RAN binding protein 2, pseudogene 9 [Source:MGI Symbol;Acc:MGI:5521025]	
ENSMUSG00000081973	Gm13600	predicted gene 13600 [Source:MGI Symbol;Acc:MGI:3649282]	
ENSMUSG00000095274	Obox4-ps27	oocyte specific homeobox 4, pseudogene 27 [Source:MGI Symbol;Acc:MGI:3641735]	
ENSMUSG00000030410	Dmwd	dystrophia myotonica-containing WD repeat motif [Source:MGI Symbol;Acc:MGI:94907]	13401
ENSMUSG00000027827	Kcnab1	potassium voltage-gated channel, shaker-related subfamily, beta member 1 [Source:MGI Symbol;Acc:MGI:109155]	16497
ENSMUSG00000090864	Vmn2r40	vomeronasal 2, receptor 40 [Source:MGI Symbol;Acc:MGI:3757872]	100042781
ENSMUSG00000008305	Tle1	transducin-like enhancer of split 1, homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104636]	21885
ENSMUSG00000109407	RP24-238P16.1		
ENSMUSG00000022528	Hes1	hairy and enhancer of split 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:104853]	15205
ENSMUSG00000100727	1700003P14Rik	RIKEN cDNA 1700003P14 gene [Source:MGI Symbol;Acc:MGI:1916594]	
ENSMUSG00000007850	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925]	59013
ENSMUSG00000002210	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]	71997
ENSMUSG00000093642	Vmn2r-ps124	vomeronasal 2, receptor, pseudogene 124 [Source:MGI Symbol;Acc:MGI:3761610]	
ENSMUSG00000105343	Gm43512	predicted gene 43512 [Source:MGI Symbol;Acc:MGI:5663649]	
ENSMUSG00000068566	Myadm	myeloid-associated differentiation marker [Source:MGI Symbol;Acc:MGI:1355332]	50918
ENSMUSG00000109524	RP23-394F19.1		
ENSMUSG00000029685	Asb15	ankyrin repeat and SOCS box-containing 15 [Source:MGI Symbol;Acc:MGI:1926160]	78910
ENSMUSG00000084055	Gm12004	predicted gene 12004 [Source:MGI Symbol;Acc:MGI:3651315]	
ENSMUSG00000051198	4930548G14Rik	RIKEN cDNA 4930548G14 gene [Source:MGI Symbol;Acc:MGI:1922531]	
ENSMUSG00000035835	Plppr3	phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]	216152
ENSMUSG00000051054	1700014D04Rik	RIKEN cDNA 1700014D04 gene [Source:MGI Symbol;Acc:MGI:1921474]	102638268
ENSMUSG00000093711	Vmn2r-ps125	vomeronasal 2, receptor, pseudogene 125 [Source:MGI Symbol;Acc:MGI:3761611]	
ENSMUSG00000101525	Gm28593	predicted gene 28593 [Source:MGI Symbol;Acc:MGI:5579299]	
ENSMUSG00000059887	Olfr1507	olfactory receptor 1507 [Source:MGI Symbol;Acc:MGI:3031341]	57269
ENSMUSG00000092611	Vmn2r-ps42	vomeronasal 2, receptor, pseudogene 42 [Source:MGI Symbol;Acc:MGI:3757871]	
ENSMUSG00000101888	1700025H01Rik	RIKEN cDNA 1700025H01 gene [Source:MGI Symbol;Acc:MGI:1922781]	
ENSMUSG00000038204	Asb10	ankyrin repeat and SOCS box-containing 10 [Source:MGI Symbol;Acc:MGI:2152836]	117590
ENSMUSG00000089664	Gm12494	predicted gene 12494 [Source:MGI Symbol;Acc:MGI:3702525]	
ENSMUSG00000042842	Serpinb6b	serine (or cysteine) peptidase inhibitor, clade B, member 6b [Source:MGI Symbol;Acc:MGI:894688]	20708
ENSMUSG00000090315	Vmn2r104	vomeronasal 2, receptor 104 [Source:MGI Symbol;Acc:MGI:1316665]	22313
ENSMUSG00000044792	Isca1	iron-sulfur cluster assembly 1 [Source:MGI Symbol;Acc:MGI:1916296]	69046
ENSMUSG00000082218	Gm13602	predicted gene 13602 [Source:MGI Symbol;Acc:MGI:3649285]	
ENSMUSG00000070867	Trabd2b	TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152]	666048
ENSMUSG00000109351	RP23-51L15.5		
ENSMUSG00000096658	Vmn2r39	vomeronasal 2, receptor 39 [Source:MGI Symbol;Acc:MGI:3704108]	545909
ENSMUSG00000075314	Gm1322	predicted gene 1322 [Source:MGI Symbol;Acc:MGI:2686168]	
ENSMUSG00000098017	Gm5342	predicted gene 5342 [Source:MGI Symbol;Acc:MGI:3647517]	
ENSMUSG00000102972	Gm37348	predicted gene, 37348 [Source:MGI Symbol;Acc:MGI:5610576]	
ENSMUSG00000086908	Gm13598	predicted gene 13598 [Source:MGI Symbol;Acc:MGI:3649281]	
ENSMUSG00000103823	Gm7899	predicted gene 7899 [Source:MGI Symbol;Acc:MGI:3645044]	
ENSMUSG00000060811	Gm10088	predicted gene 10088 [Source:MGI Symbol;Acc:MGI:3641695]	
ENSMUSG00000052316	Lrrc15	leucine rich repeat containing 15 [Source:MGI Symbol;Acc:MGI:1921738]	74488
ENSMUSG00000102437	Gm38048	predicted gene, 38048 [Source:MGI Symbol;Acc:MGI:5611276]	
ENSMUSG00000054099	Slc25a40	solute carrier family 25, member 40 [Source:MGI Symbol;Acc:MGI:2442486]	319653
ENSMUSG00000033352	Map2k4	mitogen-activated protein kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1346869]	26398
ENSMUSG00000104093	A330015K06Rik	RIKEN cDNA A330015K06 gene [Source:MGI Symbol;Acc:MGI:2443553]	
ENSMUSG00000070382	Olfr391-ps	olfactory receptor 391, pseudogene [Source:MGI Symbol;Acc:MGI:3030225]	258236
ENSMUSG00000093401	Vmn2r-ps126	vomeronasal 2, receptor, pseudogene 126 [Source:MGI Symbol;Acc:MGI:3761612]	
ENSMUSG00000085452	4930554G24Rik	RIKEN cDNA 4930554G24 gene [Source:MGI Symbol;Acc:MGI:1922530]	
ENSMUSG00000071276	Fpr-rs7	formyl peptide receptor, related sequence 7 [Source:MGI Symbol;Acc:MGI:2448177]	
ENSMUSG00000067149	Jchain	immunoglobulin joining chain [Source:MGI Symbol;Acc:MGI:96493]	16069
ENSMUSG00000081631	Gm12005	predicted gene 12005 [Source:MGI Symbol;Acc:MGI:3651316]	
ENSMUSG00000092312	Zfp419	zinc finger protein 419 [Source:MGI Symbol;Acc:MGI:3643847]	
ENSMUSG00000057729	Prtn3	proteinase 3 [Source:MGI Symbol;Acc:MGI:893580]	19152
ENSMUSG00000109400	RP24-167K8.2		
ENSMUSG00000087221	BC037032	cDNA Sequence BC037032 [Source:MGI Symbol;Acc:MGI:3040924]	
ENSMUSG00000025933	Tmem14a	transmembrane protein 14A [Source:MGI Symbol;Acc:MGI:1922962]	75712
ENSMUSG00000095773	Vmn2r38	vomeronasal 2, receptor 38 [Source:MGI Symbol;Acc:MGI:3757869]	434110
ENSMUSG00000004394	Tmed4	transmembrane emp24 protein transport domain containing 4 [Source:MGI Symbol;Acc:MGI:1915070]	103694
ENSMUSG00000058607	Rpl31-ps20	ribosomal protein L31, pseudogene 20 [Source:MGI Symbol;Acc:MGI:3644512]	
ENSMUSG00000035356	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]	80859
ENSMUSG00000090860	Gm17134	predicted gene 17134 [Source:MGI Symbol;Acc:MGI:4937961]	
ENSMUSG00000091994	E130317F20Rik	RIKEN cDNA E130317F20 gene [Source:MGI Symbol;Acc:MGI:3041202]	
ENSMUSG00000071275	Fpr-rs6	formyl peptide receptor, related sequence 6 [Source:MGI Symbol;Acc:MGI:2448176]	321020
ENSMUSG00000022186	Oxct1	3-oxoacid CoA transferase 1 [Source:MGI Symbol;Acc:MGI:1914291]	67041
ENSMUSG00000087043	Gm13599	predicted gene 13599 [Source:MGI Symbol;Acc:MGI:3649283]	
ENSMUSG00000101029	Gm29439	predicted gene 29439 [Source:MGI Symbol;Acc:MGI:5580145]	
ENSMUSG00000072944	Nup62cl	nucleoporin 62 C-terminal like [Source:MGI Symbol;Acc:MGI:2685565]	279706
ENSMUSG00000095148	Gm20873	predicted gene, 20873 [Source:MGI Symbol;Acc:MGI:5434229]	100041362
ENSMUSG00000073418	C4b	complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]	12268
ENSMUSG00000073418	C4b	complement component 4B (Chido blood group) [Source:MGI Symbol;Acc:MGI:88228]	102643089
ENSMUSG00000025198	Erlin1	ER lipid raft associated 1 [Source:MGI Symbol;Acc:MGI:2387613]	226144
ENSMUSG00000033219	Gm9758	predicted gene 9758 [Source:MGI Symbol;Acc:MGI:3704245]	381714
ENSMUSG00000006498	Ptbp1	polypyrimidine tract binding protein 1 [Source:MGI Symbol;Acc:MGI:97791]	19205
ENSMUSG00000106405	Iglj3p	immunoglobulin lambda joining 3 pseudogene [Source:MGI Symbol;Acc:MGI:3645901]	
ENSMUSG00000061984	Olfr392	olfactory receptor 392 [Source:MGI Symbol;Acc:MGI:3030226]	259008
ENSMUSG00000105906	Iglc1	immunoglobulin lambda constant 1 [Source:MGI Symbol;Acc:MGI:99546]	
ENSMUSG00000106567	2010309G21Rik	RIKEN cDNA 2010309G21 gene [Source:MGI Symbol;Acc:MGI:1917268]	
ENSMUSG00000062638	Btnl1	butyrophilin-like 1 [Source:MGI Symbol;Acc:MGI:1932027]	100038862
ENSMUSG00000076934	Iglv1	immunoglobulin lambda variable 1 [Source:MGI Symbol;Acc:MGI:96530]	
ENSMUSG00000092575	Gm5583	predicted gene 5583 [Source:MGI Symbol;Acc:MGI:3646061]	
ENSMUSG00000030577	Cd22	CD22 antigen [Source:MGI Symbol;Acc:MGI:88322]	12483
ENSMUSG00000092620	Gm18201	predicted gene, 18201 [Source:MGI Symbol;Acc:MGI:5010386]	
ENSMUSG00000105231	Iglj3	immunoglobulin lambda joining 3 [Source:MGI Symbol;Acc:MGI:5293407]	
ENSMUSG00000106668	Iglj1	immunoglobulin lambda joining 1 [Source:MGI Symbol;Acc:MGI:5009822]	
ENSMUSG00000105547	Iglc3	immunoglobulin lambda constant 3 [Source:MGI Symbol;Acc:MGI:99886]	
ENSMUSG00000091670	Vmn2r105	vomeronasal 2, receptor 105 [Source:MGI Symbol;Acc:MGI:3646973]	627743
ENSMUSG00000022875	Kng1	kininogen 1 [Source:MGI Symbol;Acc:MGI:1097705]	16644
ENSMUSG00000080734	Gm12006	predicted gene 12006 [Source:MGI Symbol;Acc:MGI:3651317]	
ENSMUSG00000004038	Gstm3	glutathione S-transferase, mu 3 [Source:MGI Symbol;Acc:MGI:106026]	14864
ENSMUSG00000100287	Gm28068	predicted gene 28068 [Source:MGI Symbol;Acc:MGI:5578774]	
ENSMUSG00000024136	Dnase1l2	deoxyribonuclease 1-like 2 [Source:MGI Symbol;Acc:MGI:1913955]	66705
ENSMUSG00000092548	Vmn2r-ps41	vomeronasal 2, receptor, pseudogene 41 [Source:MGI Symbol;Acc:MGI:3757868]	
ENSMUSG00000053181	A830005F24Rik	RIKEN cDNA A830005F24 gene [Source:MGI Symbol;Acc:MGI:3045249]	442803
ENSMUSG00000109061	Map2k7	mitogen-activated protein kinase kinase 7 [Source:MGI Symbol;Acc:MGI:1346871]	
ENSMUSG00000091255	Speer4e	spermatogenesis associated glutamate (E)-rich protein 4e [Source:MGI Symbol;Acc:MGI:2668871]	624245
ENSMUSG00000032717	Mdfi	MyoD family inhibitor [Source:MGI Symbol;Acc:MGI:107687]	17240
ENSMUSG00000106702	Gm42846	predicted gene 42846 [Source:MGI Symbol;Acc:MGI:5662983]	
ENSMUSG00000101082	Gm28069	predicted gene 28069 [Source:MGI Symbol;Acc:MGI:5578775]	
ENSMUSG00000037235	Mxd4	Max dimerization protein 4 [Source:MGI Symbol;Acc:MGI:104991]	17122
ENSMUSG00000109153	RP24-118K11.4		
ENSMUSG00000082621	Rpl7a-ps13	ribosomal protein L7A, pseudogene 13 [Source:MGI Symbol;Acc:MGI:3705484]	
ENSMUSG00000100998	Gm28864	predicted gene 28864 [Source:MGI Symbol;Acc:MGI:5579570]	
